Salt,Source,Source_Type,Temperature_C,Pressure_MPa,Molality_molkg,Conductivity_mScm,Notes,Replicate,Mixture,Conductivity_Ratio
NaCl,AdamsHall1931,experimental,29.93,203.2,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=65.8; R/R0=1.0232,1.0,False,0.977326
NaCl,AdamsHall1931,experimental,29.93,242.7,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=66.52; R/R0=1.0344,1.0,False,0.966744
NaCl,AdamsHall1931,experimental,29.93,314.5,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=67.98; R/R0=1.0571,1.0,False,0.945984
NaCl,AdamsHall1931,experimental,29.93,0.1,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.31; R/R0=1.0,1.0,False,1.0
NaCl,AdamsHall1931,experimental,29.93,24.5,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.26; R/R0=0.9992,1.0,False,1.000801
NaCl,AdamsHall1931,experimental,29.93,48.5,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.29; R/R0=0.9997,1.0,False,1.0003
NaCl,AdamsHall1931,experimental,29.93,74.4,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.38; R/R0=1.0011,1.0,False,0.998901
NaCl,AdamsHall1931,experimental,29.93,101.4,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.55; R/R0=1.0038,1.0,False,0.996214
NaCl,AdamsHall1931,experimental,29.93,149.2,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=65.03; R/R0=1.0112,1.0,False,0.988924
NaCl,AdamsHall1931,experimental,29.93,201.8,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=65.77; R/R0=1.0227,1.0,False,0.977804
NaCl,AdamsHall1931,experimental,29.93,242.1,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=66.46; R/R0=1.0334,1.0,False,0.96768
NaCl,AdamsHall1931,experimental,29.93,304.0,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=67.74; R/R0=1.0534,1.0,False,0.949307
NaCl,AdamsHall1931,experimental,29.93,345.5,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=68.74; R/R0=1.0689,1.0,False,0.935541
NaCl,AdamsHall1931,experimental,29.93,390.1,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=69.9; R/R0=1.0869,1.0,False,0.920048
NaCl,AdamsHall1931,experimental,29.93,278.8,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=67.2; R/R0=1.0449,1.0,False,0.957029
NaCl,AdamsHall1931,experimental,29.93,180.8,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=65.43; R/R0=1.0174,1.0,False,0.982898
NaCl,AdamsHall1931,experimental,29.93,86.3,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.42; R/R0=1.0017,1.0,False,0.998303
NaCl,AdamsHall1931,experimental,29.93,0.1,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.31; R/R0=1.0,1.0,False,1.0
NaCl,AdamsHall1931,experimental,24.93,0.1,5.34161,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.79; R_ohm=90.963; R/R0=1.0,1.0,False,1.0
NaCl,AdamsHall1931,experimental,24.93,29.4,5.34161,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.79; R_ohm=91.181; R/R0=1.0024,1.0,False,0.997606
NaCl,AdamsHall1931,experimental,24.93,52.8,5.34161,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.79; R_ohm=91.463; R/R0=1.0055,1.0,False,0.99453
NaCl,AdamsHall1931,experimental,24.93,79.1,5.34161,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.79; R_ohm=91.868; R/R0=1.0099,1.0,False,0.990197
NaCl,AdamsHall1931,experimental,24.93,104.6,5.34161,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.79; R_ohm=92.344; R/R0=1.0152,1.0,False,0.985028
NaCl,AdamsHall1931,experimental,24.93,128.2,5.34161,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.79; R_ohm=92.853; R/R0=1.0208,1.0,False,0.979624
NaCl,AdamsHall1931,experimental,24.93,154.0,5.34161,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.79; R_ohm=93.475; R/R0=1.0276,1.0,False,0.973141
NaCl,AdamsHall1931,experimental,29.93,0.1,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=59.85; R/R0=1.0,1.0,False,1.0
NaCl,AdamsHall1931,experimental,29.93,24.1,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=59.98; R/R0=1.0022,1.0,False,0.997805
NaCl,AdamsHall1931,experimental,29.93,49.5,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=60.17; R/R0=1.0053,1.0,False,0.994728
NaCl,AdamsHall1931,experimental,29.93,76.4,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=60.43; R/R0=1.0097,1.0,False,0.990393
NaCl,AdamsHall1931,experimental,29.93,98.8,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=60.69; R/R0=1.014,1.0,False,0.986193
NaCl,AdamsHall1931,experimental,29.93,147.2,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=61.37; R/R0=1.0254,1.0,False,0.975229
NaCl,AdamsHall1931,experimental,29.93,198.5,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=62.26; R/R0=1.0403,1.0,False,0.961261
NaCl,AdamsHall1931,experimental,29.93,248.6,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=63.26; R/R0=1.057,1.0,False,0.946074
NaCl,AdamsHall1931,experimental,29.93,308.9,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=64.65; R/R0=1.0802,1.0,False,0.925754
NaCl,AdamsHall1931,experimental,29.93,351.5,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=65.74; R/R0=1.0984,1.0,False,0.910415
NaCl,AdamsHall1931,experimental,29.93,389.3,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=66.78; R/R0=1.1158,1.0,False,0.896218
NaCl,AdamsHall1931,experimental,29.93,268.3,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=63.68; R/R0=1.064,1.0,False,0.93985
NaCl,AdamsHall1931,experimental,29.93,188.5,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=62.03; R/R0=1.0364,1.0,False,0.964878
NaCl,AdamsHall1931,experimental,29.93,119.8,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=60.94; R/R0=1.0182,1.0,False,0.982125
NaCl,AdamsHall1931,experimental,29.93,71.5,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=60.36; R/R0=1.0085,1.0,False,0.991572
NaCl,AdamsHall1931,experimental,29.93,0.1,5.37998,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.92; R_ohm=59.88; R/R0=1.0005,1.0,False,0.9995
NaCl,AdamsHall1931,experimental,24.93,0.1,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=65.92; R/R0=1.0,1.0,False,1.0
NaCl,AdamsHall1931,experimental,24.93,26.6,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=66.07; R/R0=1.0023,1.0,False,0.997705
NaCl,AdamsHall1931,experimental,24.93,50.7,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=66.28; R/R0=1.0055,1.0,False,0.99453
NaCl,AdamsHall1931,experimental,24.93,77.2,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=66.58; R/R0=1.01,1.0,False,0.990099
NaCl,AdamsHall1931,experimental,24.93,102.6,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=66.93; R/R0=1.0153,1.0,False,0.984931
NaCl,AdamsHall1931,experimental,24.93,126.6,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=67.31; R/R0=1.0211,1.0,False,0.979336
NaCl,AdamsHall1931,experimental,24.93,153.8,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=67.8; R/R0=1.0285,1.0,False,0.97229
NaCl,AdamsHall1931,experimental,24.93,211.6,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=69.04; R/R0=1.0473,1.0,False,0.954836
NaCl,AdamsHall1931,experimental,24.93,256.7,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=70.17; R/R0=1.0645,1.0,False,0.939408
NaCl,AdamsHall1931,experimental,24.93,316.6,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=71.87; R/R0=1.0903,1.0,False,0.917179
NaCl,AdamsHall1931,experimental,24.93,354.3,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=73.05; R/R0=1.1082,1.0,False,0.902364
NaCl,AdamsHall1931,experimental,24.93,392.3,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=74.27; R/R0=1.1267,1.0,False,0.887548
NaCl,AdamsHall1931,experimental,24.93,267.4,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=70.44; R/R0=1.0686,1.0,False,0.935804
NaCl,AdamsHall1931,experimental,24.93,173.5,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=68.16; R/R0=1.034,1.0,False,0.967118
NaCl,AdamsHall1931,experimental,24.93,82.6,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=66.61; R/R0=1.0105,1.0,False,0.989609
NaCl,AdamsHall1931,experimental,24.93,37.8,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=66.13; R/R0=1.0032,1.0,False,0.99681
NaCl,AdamsHall1931,experimental,24.93,0.1,5.39773,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=23.98; R_ohm=65.92; R/R0=1.0,1.0,False,1.0
NaCl,AdamsHall1931,experimental,29.93,0.1,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=58.19; R/R0=1.0,1.0,False,1.0
NaCl,AdamsHall1931,experimental,29.93,23.0,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=58.42; R/R0=1.004,1.0,False,0.996016
NaCl,AdamsHall1931,experimental,29.93,49.9,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=58.74; R/R0=1.0095,1.0,False,0.990589
NaCl,AdamsHall1931,experimental,29.93,75.4,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=59.08; R/R0=1.0153,1.0,False,0.984931
NaCl,AdamsHall1931,experimental,29.93,99.1,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=59.45; R/R0=1.0217,1.0,False,0.978761
NaCl,AdamsHall1931,experimental,29.93,123.5,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=59.86; R/R0=1.0287,1.0,False,0.972101
NaCl,AdamsHall1931,experimental,29.93,150.2,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=60.34; R/R0=1.0369,1.0,False,0.964413
NaCl,AdamsHall1931,experimental,29.93,212.7,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=61.65; R/R0=1.0595,1.0,False,0.943841
NaCl,AdamsHall1931,experimental,29.93,250.4,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=62.52; R/R0=1.0744,1.0,False,0.930752
NaCl,AdamsHall1931,experimental,29.93,313.7,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=64.13; R/R0=1.1021,1.0,False,0.907359
NaCl,AdamsHall1931,experimental,29.93,342.3,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=64.93; R/R0=1.1158,1.0,False,0.896218
NaCl,AdamsHall1931,experimental,29.93,386.6,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=66.21; R/R0=1.1378,1.0,False,0.878889
NaCl,AdamsHall1931,experimental,29.93,256.3,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=62.64; R/R0=1.0765,1.0,False,0.928936
NaCl,AdamsHall1931,experimental,29.93,158.2,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=60.49; R/R0=1.0395,1.0,False,0.962001
NaCl,AdamsHall1931,experimental,29.93,73.1,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=59.03; R/R0=1.0144,1.0,False,0.985804
NaCl,AdamsHall1931,experimental,29.93,0.1,6.16314,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.48; R_ohm=58.2; R/R0=1.0002,1.0,False,0.9998
NaCl,AdamsHall1931,experimental,24.93,0.1,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=65.28; R/R0=1.0,1.0,False,1.0
NaCl,AdamsHall1931,experimental,24.93,27.3,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=65.5; R/R0=1.0034,1.0,False,0.996612
NaCl,AdamsHall1931,experimental,24.93,52.0,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=65.75; R/R0=1.0072,1.0,False,0.992851
NaCl,AdamsHall1931,experimental,24.93,78.4,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=66.1; R/R0=1.0126,1.0,False,0.987557
NaCl,AdamsHall1931,experimental,24.93,103.3,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=66.46; R/R0=1.0181,1.0,False,0.982222
NaCl,AdamsHall1931,experimental,24.93,127.5,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=66.89; R/R0=1.0247,1.0,False,0.975895
NaCl,AdamsHall1931,experimental,24.93,153.6,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=67.39; R/R0=1.0323,1.0,False,0.968711
NaCl,AdamsHall1931,experimental,24.93,201.5,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=68.45; R/R0=1.0486,1.0,False,0.953652
NaCl,AdamsHall1931,experimental,24.93,257.9,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=69.89; R/R0=1.0706,1.0,False,0.934056
NaCl,AdamsHall1931,experimental,24.93,305.3,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=71.25; R/R0=1.0915,1.0,False,0.91617
NaCl,AdamsHall1931,experimental,24.93,351.7,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=72.69; R/R0=1.1135,1.0,False,0.898069
NaCl,AdamsHall1931,experimental,24.93,390.5,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=73.95; R/R0=1.1328,1.0,False,0.882768
NaCl,AdamsHall1931,experimental,24.93,243.0,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=69.44; R/R0=1.0637,1.0,False,0.940115
NaCl,AdamsHall1931,experimental,24.93,157.6,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=67.43; R/R0=1.0329,1.0,False,0.968148
NaCl,AdamsHall1931,experimental,24.93,69.8,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=65.93; R/R0=1.01,1.0,False,0.990099
NaCl,AdamsHall1931,experimental,24.93,0.1,5.63108,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=24.76; R_ohm=65.29; R/R0=1.0002,1.0,False,0.9998
NaCl,AdamsHall1931,experimental,0.0,0.1,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=132.26; R/R0=1.0,1.0,False,1.0
NaCl,AdamsHall1931,experimental,0.0,28.5,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=133.05; R/R0=1.006,1.0,False,0.994036
NaCl,AdamsHall1931,experimental,0.0,47.7,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=133.83; R/R0=1.0119,1.0,False,0.98824
NaCl,AdamsHall1931,experimental,0.0,99.7,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=136.26; R/R0=1.0302,1.0,False,0.970685
NaCl,AdamsHall1931,experimental,0.0,150.3,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=139.34; R/R0=1.0535,1.0,False,0.949217
NaCl,AdamsHall1931,experimental,0.0,190.2,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=142.19; R/R0=1.0751,1.0,False,0.930146
NaCl,AdamsHall1931,experimental,0.0,229.4,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=145.35; R/R0=1.099,1.0,False,0.909918
NaCl,AdamsHall1931,experimental,0.0,287.7,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=150.88; R/R0=1.1408,1.0,False,0.876578
NaCl,AdamsHall1931,experimental,0.0,328.9,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=154.76; R/R0=1.1701,1.0,False,0.854628
NaCl,AdamsHall1931,experimental,0.0,239.7,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=146.73; R/R0=1.1094,1.0,False,0.901388
NaCl,AdamsHall1931,experimental,0.0,136.1,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=138.84; R/R0=1.0497,1.0,False,0.952653
NaCl,AdamsHall1931,experimental,0.0,47.7,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=134.19; R/R0=1.0146,1.0,False,0.98561
NaCl,AdamsHall1931,experimental,0.0,0.1,6.04033,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=26.09; R_ohm=132.97; R/R0=1.0054,1.0,False,0.994629
NaCl,AdamsHall1931,experimental,25.0,0.1,0.10045,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=0.5836; R_ohm=533.6; R/R0=1.0,1.0,False,1.0
NaCl,AdamsHall1931,experimental,25.0,51.1,0.10045,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=0.5836; R_ohm=515.35; R/R0=0.96578,1.0,False,1.035433
NaCl,AdamsHall1931,experimental,25.0,102.1,0.10045,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=0.5836; R_ohm=504.28; R/R0=0.94504,1.0,False,1.058156
